ASSIST,FF,FR,Fg,Fga,Fumbles,INT,Name,PA,Pass Att,Pass Cmp,Pass Ints,Pass Tds,Pass Yds,Points,Position,Rec Tds,Rec Yds,Recs,Rush Att,Rush Tds,Rush Yds,SACK,SAFETY,TD,Team,Xpt,YDS AGN,Flex
0.0,16.5,9.9,,,,14.4,Jaguars,0.0,,,,,,108.0,DST,,,,,,,36.9,0.5,3.6,,,5346.1,False
0.0,19.0,11.3,,,,14.7,Steelers,0.0,,,,,,107.5,DST,,,,,,,37.8,0.2,2.9,,,5424.5,False
0.0,16.3,9.8,,,,15.3,Dolphins,0.0,,,,,,105.3,DST,,,,,,,34.2,0.9,3.2,,,5945.4,False
0.0,17.5,11.0,,,,14.8,Ravens,0.0,,,,,,105.3,DST,,,,,,,34.8,0.2,3.1,,,5171.6,False
0.0,15.4,8.7,,,,15.5,Packers,0.0,,,,,,104.8,DST,,,,,,,36.9,0.9,2.9,,,5703.5,False
0.0,16.3,9.0,,,,13.4,Titans,0.0,,,,,,104.0,DST,,,,,,,38.6,0.5,3.2,,,5471.0,False
0.0,18.2,11.1,,,,13.6,Rams,0.0,,,,,,103.8,DST,,,,,,,36.7,0.5,2.7,,,5396.3,False
0.0,14.4,9.2,,,,15.8,Bengals,0.0,,,,,,102.5,DST,,,,,,,35.5,0.2,2.7,,,5586.2,False
0.0,20.4,11.5,,,,14.6,Raiders,0.0,,,,,,102.0,DST,,,,,,,30.9,0.5,2.9,,,5861.0,False
0.0,18.6,11.0,,,,13.0,Redskins,0.0,,,,,,101.4,DST,,,,,,,35.9,0.5,2.8,,,5982.1,False
0.0,15.2,8.8,,,,14.0,Bills,0.0,,,,,,100.6,DST,,,,,,,36.5,0.2,3.0,,,5983.8,False
0.0,18.8,11.1,,,,13.0,Cowboys,0.0,,,,,,100.2,DST,,,,,,,33.7,0.5,2.9,,,5539.7,False
0.0,17.4,10.1,,,,13.0,Falcons,0.0,,,,,,99.6,DST,,,,,,,33.2,0.5,3.2,,,5868.5,False
0.0,17.9,9.5,,,,13.4,Colts,0.0,,,,,,96.8,DST,,,,,,,31.7,0.2,3.2,,,5901.4,False
0.0,17.0,9.5,,,,12.7,49ers,0.0,,,,,,92.7,DST,,,,,,,32.1,0.2,2.6,,,6078.5,False
0.0,13.6,8.1,,,,11.4,Bears,0.0,,,,,,90.4,DST,,,,,,,36.5,0.2,2.4,,,5713.9,False
0.0,15.3,8.4,,,,11.9,Lions,0.0,,,,,,90.2,DST,,,,,,,32.0,1.5,2.4,,,5939.7,False
0.0,18.7,10.8,,,,11.1,Saints,0.0,,,,,,88.8,DST,,,,,,,30.8,0.2,2.3,,,6190.9,False
0.0,16.1,8.9,,,,10.6,Jets,0.0,,,,,,86.9,DST,,,,,,,31.5,0.2,2.6,,,5625.1,False
0.0,13.9,7.8,,,,12.6,Browns,0.0,,,,,,86.1,DST,,,,,,,31.0,0.2,2.3,,,6017.1,False
